	Peridinin	19'-Butanoyloxyfucoxanthin	Fucoxanthin	Neoxanthin	Prasinoxanthin	19'-keto-hexanoyloxyfucoxanthin	Violaxanthin	19'-hexanoyloxyfucoxanthin	Astaxanthin	Diadinoxanthin	Dinoxanthin	Antheraxanthin	Alloxanthin	Myxoxanthophyll	Diatoxanthin	Zeaxanthin	Lutein	Canthaxanthin	Gyroxanthin diester	Echinenone	"B,e-carotene"	"B,B-carotene"
477.6	0.029521998	0.031442674	0.031753801	0.019337502	0.033949702	0.032535885	0.037104993	0.030963509	0.048757815	0.05428973	0.032457722	0.045846444	0.049015216	0.049387019	0.051651845	0.046546118	0.048965883	0.046057606	0.043268911	0.047559136	0.054292753	0.049655148
476.7	0.02955307	0.032003765	0.032132289	0.021821261	0.034285903	0.032987789	0.040582403	0.031539764	0.048780622	0.054221651	0.035287276	0.046612539	0.048326203	0.049435918	0.051081343	0.046305825	0.049906816	0.046012969	0.044635755	0.047736427	0.054555846	0.04940133
475.9	0.029556655	0.032540972	0.032453397	0.024491168	0.034581634	0.033489495	0.043949707	0.03206609	0.048740444	0.05388856	0.038012171	0.047231659	0.047624051	0.04923644	0.050501057	0.045898385	0.050581358	0.046007023	0.045618787	0.04789478	0.05456258	0.049072816
475.0	0.029585936	0.03299101	0.03280743	0.027309516	0.034794498	0.033828032	0.04703309	0.032480771	0.048655187	0.053188167	0.040362132	0.047422549	0.046946573	0.04901495	0.049941345	0.045576895	0.050899749	0.046007358	0.046636559	0.04808847	0.054336195	0.048808765
474.2	0.029597376	0.033362388	0.033037923	0.030324092	0.035046544	0.034119314	0.049830189	0.032842377	0.048601194	0.052301601	0.042540698	0.04747111	0.046349016	0.048486431	0.049421388	0.045099496	0.05097877	0.045911282	0.047299942	0.048150817	0.053869198	0.048526287
473.3	0.02956568	0.033651619	0.033243805	0.033411704	0.035209858	0.034321243	0.05215861	0.033080936	0.048518995	0.051242834	0.044184779	0.047111267	0.04582646	0.047887492	0.048950676	0.044685641	0.050810242	0.045827655	0.047809964	0.048283669	0.053257011	0.048335883
472.5	0.029525782	0.033825338	0.033464864	0.036414705	0.035390272	0.034452545	0.053863713	0.033310975	0.048419125	0.050108808	0.045473438	0.046870432	0.045420418	0.047056804	0.04851534	0.044191674	0.050348174	0.0457645	0.0480187	0.048421161	0.052446893	0.048136555
471.6	0.029506485	0.033901272	0.033625337	0.039385149	0.035567006	0.034448087	0.054970771	0.033387293	0.048226707	0.048777497	0.046177069	0.046207252	0.045145926	0.046170588	0.048152944	0.043848395	0.049638771	0.04565656	0.048094422	0.04849396	0.051505573	0.048070964
470.8	0.029504768	0.034010192	0.033718547	0.042233002	0.035666813	0.034452667	0.055493662	0.033425904	0.048057274	0.04767179	0.04632832	0.045462458	0.044955544	0.045137673	0.04795628	0.043517526	0.048854018	0.045474813	0.047978806	0.048541145	0.050548569	0.04797633
469.9	0.029458829	0.033952822	0.03382429	0.044692269	0.035770235	0.03442256	0.055281571	0.033366896	0.047898044	0.046369771	0.04591206	0.044655637	0.044982912	0.044070483	0.047833634	0.04322703	0.047783342	0.045314258	0.047608127	0.048643674	0.049549543	0.048073187
469.1	0.029419419	0.033877165	0.033885009	0.046819356	0.035825723	0.03429305	0.054447847	0.033264123	0.047748506	0.045303947	0.045026234	0.043661442	0.045081705	0.042949605	0.047841452	0.04306283	0.046676633	0.045142356	0.047119178	0.048684995	0.048551416	0.048139983
468.2	0.02940352	0.033787657	0.033986502	0.048482623	0.035872492	0.034151065	0.053022608	0.03318831	0.047502226	0.044292272	0.043724734	0.042761888	0.045395759	0.041746326	0.048062063	0.043011177	0.045550196	0.044969635	0.046606202	0.048798997	0.047662999	0.048389137
467.4	0.029347319	0.033652806	0.034042533	0.049580708	0.035953759	0.034067601	0.051163658	0.032983384	0.047228453	0.043531724	0.041925637	0.041865997	0.045859964	0.040630065	0.048325427	0.043095745	0.044416997	0.044781307	0.045915162	0.048807412	0.04683747	0.048736994
466.5	0.029302942	0.033480865	0.034029952	0.050161147	0.035996453	0.033875459	0.048860335	0.032791547	0.046986876	0.042859894	0.039927748	0.041056733	0.046410349	0.039485828	0.048707914	0.043207998	0.043352021	0.044509892	0.045124546	0.048833349	0.046155405	0.049142084
465.7	0.029294637	0.033367372	0.034098154	0.050126205	0.036039604	0.033763725	0.046482616	0.032628779	0.046710109	0.04246225	0.037784774	0.04030527	0.047110078	0.038392963	0.049199888	0.043530259	0.042438414	0.044282947	0.044437182	0.048857619	0.045658591	0.04962718
464.8	0.029257654	0.033122447	0.034201821	0.049463308	0.036023772	0.033614738	0.043893211	0.03249655	0.04641159	0.042143855	0.035677507	0.039823486	0.047899425	0.037473434	0.04984294	0.043904834	0.041600377	0.04403293	0.0437796	0.048952928	0.045367878	0.050266804
463.9	0.029188572	0.033072203	0.034205389	0.048229004	0.036137821	0.033548234	0.041358687	0.032338307	0.046142382	0.042164233	0.033578561	0.039296815	0.048858087	0.036524518	0.050545819	0.044398729	0.040966777	0.0437777	0.043133757	0.048969145	0.045284565	0.050793249
463.1	0.029170307	0.032940574	0.034291454	0.046678708	0.036147008	0.033539251	0.038987732	0.032253842	0.045766173	0.042311028	0.031507422	0.039149398	0.049798581	0.03575306	0.051339545	0.045018468	0.04053696	0.043471464	0.04267487	0.048984707	0.045364068	0.051572188
462.2	0.029114531	0.032956357	0.034299035	0.044638316	0.036225124	0.033605167	0.03692929	0.032219972	0.045459174	0.042757082	0.029721816	0.038989638	0.050855491	0.035121501	0.052366117	0.045696296	0.04035751	0.043205378	0.04228069	0.049010408	0.045782711	0.052307943
461.4	0.029063185	0.032915849	0.034439534	0.042384293	0.036289873	0.033598549	0.035055971	0.032239211	0.045075024	0.043306936	0.02822695	0.039233043	0.051929181	0.034505361	0.053200294	0.046418777	0.040400073	0.042813848	0.042103313	0.048971909	0.046389413	0.053000478
460.5	0.029007286	0.033009405	0.034535096	0.039987691	0.036324789	0.033742356	0.033686455	0.032313754	0.044658724	0.044112103	0.02706754	0.039597762	0.052913941	0.034123867	0.054102806	0.047246997	0.040686012	0.042494299	0.042148525	0.049043177	0.047109497	0.053694768
459.7	0.028897375	0.033081856	0.034655965	0.037683288	0.036434891	0.033930549	0.032662427	0.032386139	0.044290671	0.045018222	0.026322302	0.040084443	0.0540003	0.033844465	0.055121797	0.047998262	0.041194514	0.042146154	0.042228851	0.048935472	0.048034468	0.05442691
458.8	0.028826561	0.033301973	0.034748334	0.035363286	0.036484394	0.034173781	0.032155946	0.032583913	0.043880281	0.046133206	0.025936258	0.040899859	0.054932726	0.033615758	0.05599397	0.04879118	0.041957527	0.041773655	0.042595538	0.048914032	0.049115611	0.055013699
458.0	0.028712693	0.033513494	0.034896774	0.033478092	0.036596775	0.034431043	0.031949986	0.032873018	0.043427783	0.047294205	0.025840131	0.041740309	0.055828629	0.033551123	0.056838608	0.049591881	0.042808581	0.041344516	0.043047308	0.048830693	0.050281154	0.05561094
457.1	0.028633883	0.033749072	0.035042899	0.031796475	0.036644826	0.034693271	0.03216794	0.033086645	0.043005774	0.04865873	0.026111291	0.042825925	0.056594515	0.033480774	0.057652769	0.050356609	0.043956396	0.040938703	0.043767077	0.048807526	0.05146747	0.056028764
456.3	0.028456544	0.034030301	0.035188263	0.03035584	0.036721107	0.035013384	0.032728388	0.03340771	0.04254452	0.049894337	0.026621696	0.043881435	0.057298116	0.033585816	0.058367852	0.051001131	0.045082607	0.040507897	0.04448485	0.048654454	0.052730548	0.056431049
455.4	0.028332994	0.034348589	0.035303677	0.029464436	0.03673737	0.035349209	0.033635277	0.0337226	0.042077249	0.05130033	0.027577791	0.045030716	0.057875317	0.033641211	0.058932646	0.051578684	0.046325948	0.040124328	0.045334807	0.048530253	0.053990651	0.056676115
454.6	0.028152055	0.034681388	0.035481999	0.028769221	0.036766608	0.035718752	0.034708455	0.034099435	0.041561055	0.052588244	0.028685845	0.046294191	0.058260677	0.033731958	0.059334211	0.052043503	0.047637421	0.039681024	0.046309339	0.04837916	0.055122392	0.05681234
453.7	0.028003407	0.03504114	0.035599128	0.02856397	0.036765867	0.03597616	0.036144723	0.034446896	0.041128448	0.053913283	0.030085936	0.047380873	0.058468333	0.033887445	0.05964332	0.052409226	0.048937602	0.039291845	0.047283322	0.048191618	0.056334357	0.056892015
452.9	0.027791078	0.035363277	0.035643402	0.02865541	0.036790717	0.036319373	0.037734428	0.034793553	0.040606379	0.055085493	0.031575462	0.048524851	0.05853653	0.033980734	0.059775687	0.05265626	0.05021074	0.038716051	0.048363867	0.047947564	0.057341165	0.05685982
452.0	0.027611	0.035678319	0.035779554	0.02912168	0.036718338	0.036518049	0.039443977	0.03508362	0.040067568	0.056274124	0.033256621	0.049634961	0.058408159	0.034040749	0.059831842	0.052798815	0.051381153	0.03829457	0.049449958	0.047731316	0.058237523	0.056592582
451.1	0.027402078	0.035952386	0.035839324	0.029959248	0.036649349	0.036863976	0.041157164	0.035397442	0.039558418	0.057176477	0.034986325	0.050460026	0.05816279	0.034040738	0.059726751	0.052803597	0.05257508	0.037827411	0.05043838	0.047376177	0.058943181	0.056346557
450.3	0.027209541	0.036193563	0.035833908	0.030986031	0.036595588	0.036936316	0.042948653	0.035648518	0.039042817	0.058088244	0.036654857	0.051288234	0.057743976	0.034021597	0.059402001	0.052616301	0.053571333	0.037330116	0.051347572	0.04708622	0.059533407	0.055808434
449.4	0.026944553	0.03633457	0.035883837	0.031950575	0.036465153	0.037142968	0.044461146	0.035831832	0.038557589	0.058574551	0.038132886	0.051987571	0.05716135	0.033939699	0.059050222	0.052400604	0.054265779	0.037059443	0.052214566	0.046813023	0.059888575	0.055399677
448.6	0.026805488	0.036468362	0.035844164	0.033177151	0.036370574	0.037168269	0.045696208	0.035935125	0.038199192	0.059061339	0.039480683	0.05248275	0.0567343	0.033800144	0.058744602	0.05209782	0.05488026	0.036562472	0.052727644	0.046512805	0.060054527	0.054919153
447.7	0.02654268	0.036612562	0.035784946	0.034845264	0.036154951	0.037300276	0.047494553	0.036098716	0.037653786	0.05937207	0.041223171	0.052967131	0.055857236	0.033606533	0.058102321	0.051642034	0.055374528	0.036030499	0.053433148	0.04616306	0.060150749	0.054267653
446.9	0.026178816	0.036707216	0.035663787	0.037063385	0.035914349	0.037158431	0.049472906	0.036121806	0.037038629	0.059547277	0.043038632	0.053272465	0.054761725	0.033203555	0.057083244	0.050916115	0.055878288	0.035413163	0.054057597	0.045618282	0.059953652	0.053310778
446.0	0.02584283	0.036662727	0.035501757	0.039160906	0.035671204	0.037201151	0.050912728	0.036158538	0.036425114	0.059367251	0.044510664	0.053335607	0.053672249	0.032737636	0.056110396	0.050076792	0.056078113	0.034957	0.054457138	0.045142565	0.059576726	0.05245198
445.2	0.02554618	0.036631275	0.035300513	0.0412132	0.035375164	0.03689795	0.052282011	0.036021867	0.035822604	0.058953023	0.045518286	0.053234391	0.052561194	0.032147245	0.055115824	0.049244403	0.05602261	0.034361266	0.054571524	0.044633452	0.058917011	0.051460799
444.3	0.025270686	0.036371583	0.035095957	0.043065762	0.035099286	0.036740846	0.053354595	0.035821482	0.035276467	0.058229027	0.046432519	0.052967409	0.051449205	0.0315475	0.05411881	0.048381024	0.055671141	0.033905797	0.054630026	0.044128716	0.05814387	0.050620588
443.5	0.02495502	0.036216498	0.034850251	0.044959566	0.034833509	0.036364823	0.054300492	0.035548036	0.034715269	0.057322823	0.046976009	0.052508465	0.050360504	0.030834767	0.053096416	0.047467381	0.055253339	0.033321151	0.054364003	0.043690308	0.057255664	0.049647552
442.6	0.024614123	0.035916477	0.034542897	0.046720571	0.034483459	0.036133146	0.055007246	0.035300749	0.034210793	0.056333508	0.047331601	0.051792401	0.049303017	0.030157541	0.052066154	0.04647955	0.054583941	0.032845867	0.054026828	0.04311593	0.056198185	0.048868651
441.8	0.024275045	0.035585298	0.034243655	0.04822676	0.034133251	0.035615486	0.055479265	0.034933415	0.033626112	0.055124036	0.047377734	0.051095018	0.048241667	0.029342386	0.05094893	0.045514101	0.053679162	0.032285132	0.053518301	0.042639154	0.054999236	0.047956093
440.9	0.023956394	0.035190433	0.033939153	0.0495394	0.033798705	0.035296115	0.055733103	0.034512655	0.033104026	0.053639781	0.047195578	0.050173167	0.047353154	0.028480806	0.049954727	0.044598659	0.052681379	0.031775538	0.052935999	0.042084626	0.053762212	0.0471592
440.1	0.023647505	0.03478567	0.033531392	0.05072045	0.033396777	0.034710963	0.055663623	0.03404573	0.032546855	0.052341434	0.046728048	0.049135228	0.04643252	0.027623408	0.049050047	0.043685104	0.051611517	0.031232238	0.052188673	0.041483631	0.052442831	0.046341219
439.2	0.023310901	0.034325972	0.033209744	0.051377724	0.033012081	0.034318936	0.055265744	0.033588048	0.03198727	0.05080435	0.046021553	0.04798026	0.045577535	0.026836058	0.048177736	0.042829464	0.050277816	0.030806215	0.051323219	0.040981642	0.051055434	0.045691726
438.3	0.022987185	0.033829623	0.032784978	0.051911122	0.032642554	0.033680759	0.05462798	0.033063783	0.031453275	0.049366565	0.045029314	0.046829754	0.044882898	0.025937401	0.047370574	0.041995172	0.048962971	0.03018286	0.050394149	0.040375119	0.049814438	0.04498123
437.5	0.022613629	0.033249732	0.032393184	0.052020533	0.032271927	0.03327387	0.053506793	0.032589335	0.030803024	0.047951742	0.043798514	0.045585139	0.044273244	0.025145013	0.046629411	0.041192655	0.047612961	0.029699685	0.049351679	0.039859508	0.048364341	0.044432155
436.6	0.022343723	0.032758051	0.032019125	0.051863434	0.031856979	0.032720114	0.052203012	0.031985523	0.030321006	0.046726571	0.042381163	0.044456898	0.043676903	0.024324559	0.046066344	0.040615902	0.046219205	0.029223345	0.048412201	0.039308991	0.047217125	0.043837597
435.8	0.022001045	0.032181025	0.031597466	0.051323362	0.031484565	0.032257016	0.050549435	0.031516208	0.029718034	0.045489605	0.040712501	0.043200936	0.043291021	0.02356312	0.045521	0.039961123	0.044919296	0.028659252	0.047423271	0.038700575	0.046005738	0.043381952
434.9	0.021724497	0.03170779	0.031266428	0.050463848	0.031091039	0.031719371	0.048662262	0.030955024	0.029127461	0.044494817	0.039047916	0.042298848	0.042911584	0.022900927	0.045028922	0.039443837	0.043583856	0.028131557	0.046437478	0.038253782	0.044904703	0.043023899
434.1	0.021404168	0.031199413	0.030852779	0.049363136	0.030671543	0.031275411	0.046586926	0.030488427	0.028611728	0.043552027	0.037339062	0.041203547	0.042603822	0.022235898	0.044665405	0.039031078	0.042446209	0.02765105	0.045554601	0.03768659	0.044039149	0.042580173
433.2	0.021073831	0.030762039	0.030496528	0.047851658	0.030285421	0.030819951	0.044506918	0.030025232	0.028085477	0.042840744	0.03566784	0.040364578	0.042335856	0.021675082	0.044384333	0.038576683	0.041364934	0.027096663	0.044669935	0.037152199	0.043286334	0.042299315
432.4	0.020745633	0.03035065	0.030159226	0.04626931	0.029856421	0.030493762	0.04236955	0.029531776	0.027473035	0.042173143	0.034092956	0.039590695	0.042110569	0.021090682	0.044123837	0.038263333	0.040455945	0.026662368	0.043923834	0.036676133	0.042585625	0.041948664
431.5	0.020479478	0.029893873	0.029803331	0.044374758	0.029449909	0.030045664	0.040313002	0.029039777	0.026921443	0.041705264	0.032590084	0.039073685	0.041903455	0.020679682	0.043812198	0.038006981	0.039679977	0.026057696	0.04320414	0.036194096	0.042147192	0.041679499
430.7	0.020166541	0.029466661	0.029433983	0.042351155	0.029081306	0.029636569	0.038420829	0.028690759	0.026369841	0.041288796	0.031269445	0.038556414	0.041751432	0.020239971	0.043606329	0.037759105	0.039028283	0.025558718	0.042577309	0.035613769	0.041712512	0.041424721
429.8	0.019876787	0.029127905	0.029058673	0.040310794	0.028636683	0.029262027	0.036803651	0.028283338	0.025825346	0.041048408	0.030082755	0.038094913	0.04145842	0.019883594	0.04335357	0.037589378	0.038529371	0.025002914	0.042121552	0.0350507	0.041544422	0.041095313
429.0	0.019576349	0.028719882	0.028691793	0.038400851	0.028242864	0.02895695	0.035463226	0.027885224	0.025191177	0.040923272	0.029376859	0.037744168	0.041264752	0.019544552	0.043166871	0.037335531	0.038244942	0.024560613	0.041693884	0.034438514	0.041319172	0.040847376
428.1	0.019242242	0.028460012	0.028405776	0.036647445	0.027875156	0.028566324	0.034477453	0.027606842	0.02466482	0.040915283	0.028673889	0.037728682	0.040961097	0.019329037	0.042871238	0.037132166	0.038076568	0.02395469	0.041320628	0.033966711	0.041270749	0.040534197
427.3	0.01896192	0.028093637	0.028073097	0.034958196	0.027485065	0.028314739	0.033752832	0.027283162	0.02411105	0.040837613	0.02847603	0.037737922	0.040649681	0.018955198	0.042585858	0.036840207	0.037943809	0.023513176	0.041141338	0.033527222	0.041172298	0.040081158
426.4	0.018645769	0.027786261	0.027799248	0.033610667	0.027029053	0.027969682	0.033364438	0.026937449	0.023551359	0.040948241	0.028260974	0.037711882	0.040277394	0.018712302	0.042150574	0.036560424	0.03798968	0.022908901	0.040842772	0.032980708	0.041130975	0.039626518
425.5	0.018333918	0.027506105	0.027446668	0.032581371	0.026671994	0.027706869	0.03329446	0.026686387	0.022993269	0.040907945	0.02837868	0.037898714	0.039850285	0.018419043	0.041841591	0.036241224	0.038064606	0.022488655	0.040656002	0.032424858	0.04110851	0.039100921
424.7	0.018046449	0.027238845	0.027155877	0.031788373	0.026250438	0.027394074	0.033407252	0.026334917	0.022440879	0.040930814	0.028596256	0.037967778	0.039310088	0.01817406	0.041325962	0.035884405	0.038126449	0.021928558	0.040518905	0.031945084	0.04103391	0.03860196
423.8	0.017760198	0.026893389	0.026832909	0.031327385	0.025875769	0.027096862	0.033668168	0.02609638	0.021978845	0.04091563	0.028992718	0.037967355	0.038779662	0.017809561	0.040781776	0.035427295	0.038195345	0.021494018	0.040457701	0.031388415	0.040921672	0.037921493
423.0	0.017421315	0.026594892	0.026470268	0.031011749	0.025488579	0.02670246	0.034129776	0.025747464	0.021390106	0.040770791	0.029325469	0.037968498	0.038086798	0.017559742	0.040134888	0.034947911	0.038195689	0.020884657	0.040200923	0.030833572	0.040701617	0.037256039
422.1	0.017133928	0.026262224	0.026154163	0.030990021	0.025111679	0.026336406	0.034572907	0.025499681	0.020869559	0.040505375	0.029837133	0.037969102	0.037419381	0.017253792	0.039429292	0.034380754	0.038131665	0.020456573	0.040160024	0.030281934	0.040361875	0.036505161
421.3	0.0167851	0.025998468	0.025802724	0.031151398	0.024731815	0.026010495	0.035140926	0.025080507	0.020347843	0.040270345	0.030286876	0.037707026	0.036572384	0.016894323	0.038755864	0.033744016	0.038054807	0.019941243	0.039943153	0.02967197	0.040029257	0.035768734
420.4	0.016449346	0.025614372	0.025455893	0.031509921	0.024279066	0.025680081	0.035605929	0.024841746	0.019857696	0.039880142	0.030803484	0.037675276	0.035720038	0.016483687	0.037817623	0.033039892	0.037827006	0.019502922	0.039737005	0.029137411	0.03951178	0.03495628
419.6	0.01619493	0.025300193	0.025130234	0.03197784	0.023866585	0.025306482	0.036051584	0.024427496	0.019308372	0.039379678	0.031125707	0.037374767	0.034874686	0.0161162	0.036996093	0.032366525	0.03757206	0.019002052	0.039506329	0.02865199	0.038883419	0.034167322
418.7	0.015862184	0.024948712	0.024665239	0.032389398	0.023456667	0.024927856	0.03644416	0.024060387	0.018854543	0.038763081	0.031417816	0.036900561	0.033974452	0.015660081	0.036114412	0.031616247	0.037144318	0.01857002	0.039178944	0.027956631	0.038225054	0.033313269
417.9	0.015533104	0.024621068	0.024321396	0.03288454	0.023033867	0.024501746	0.036741872	0.023719498	0.018415741	0.038081487	0.031502981	0.036275053	0.033044137	0.015256951	0.035326713	0.030764436	0.036618978	0.018066767	0.03874458	0.027442387	0.037540495	0.032501505
417.0	0.015313015	0.024287001	0.024035373	0.03325233	0.022770357	0.024258841	0.036753024	0.023475991	0.01804706	0.037639768	0.031565212	0.035941457	0.032433587	0.014907404	0.034678799	0.030168173	0.036238644	0.017888818	0.038417655	0.027092725	0.036854307	0.031823854
416.2	0.015068795	0.023904532	0.023667567	0.033634304	0.022373726	0.023863101	0.036746991	0.023072137	0.0176146	0.036765759	0.031417722	0.035190396	0.031605766	0.014578217	0.033787248	0.029454484	0.035471794	0.017386939	0.037978647	0.026557911	0.036065539	0.031151205
415.3	0.01469372	0.023436404	0.023121533	0.034214268	0.021835355	0.023365721	0.036527501	0.022619537	0.017112936	0.035804238	0.031084576	0.034440977	0.030531893	0.013995093	0.032709249	0.0285034	0.034670317	0.016961146	0.037379628	0.025838351	0.034883977	0.030180123
414.5	0.014276866	0.023001942	0.022611088	0.034468324	0.021329814	0.022777318	0.036142687	0.022019865	0.016595173	0.03460629	0.030525256	0.033436728	0.029493153	0.013484631	0.031692397	0.027455758	0.033604661	0.016398099	0.036569794	0.025225101	0.033766609	0.029256414
413.6	0.01398115	0.022402555	0.022190505	0.034602389	0.020920881	0.022300252	0.035430619	0.021527762	0.016101802	0.033461831	0.029900384	0.03264887	0.028591893	0.012896847	0.030641929	0.026629604	0.032529674	0.015969554	0.035872694	0.024631825	0.03254106	0.028390453
412.7	0.013676567	0.022003095	0.021711974	0.034524125	0.020342601	0.021786683	0.034718532	0.021023724	0.015603872	0.032309998	0.0291376	0.031556102	0.027707091	0.012415805	0.029834786	0.025770491	0.031459328	0.015510808	0.035042813	0.023968257	0.031535644	0.027630523
411.9	0.013380048	0.021450232	0.021225064	0.034292936	0.019919055	0.021225257	0.033773717	0.020547922	0.015167084	0.03126214	0.028290006	0.030692253	0.026974864	0.011997837	0.028879255	0.024983364	0.030402517	0.015163732	0.03421929	0.023431219	0.030417308	0.026952634
411.0	0.013067858	0.020994108	0.020796909	0.033918459	0.01948419	0.020758847	0.032768184	0.020011402	0.01475743	0.030224924	0.027240181	0.029684572	0.026273621	0.011496423	0.02816587	0.024279138	0.029411683	0.014716901	0.033450423	0.022897937	0.029324735	0.026215816
410.2	0.012785952	0.020480328	0.02034391	0.033308619	0.019076718	0.020262198	0.03169457	0.019529865	0.014421044	0.029139995	0.026324747	0.028835043	0.025603986	0.011086762	0.027499817	0.02356775	0.028298963	0.014392545	0.032598501	0.022365627	0.028373139	0.02557604
409.3	0.012492629	0.01995195	0.019859305	0.032484166	0.018599135	0.019801962	0.030465915	0.019016063	0.01398985	0.028180021	0.02515811	0.027761898	0.024929096	0.010715866	0.026755506	0.02293609	0.027317058	0.014061273	0.031721534	0.021801329	0.027406965	0.02502987
408.5	0.012207963	0.019500955	0.019387987	0.031607056	0.018128658	0.019228708	0.029274216	0.0185133	0.013596231	0.02728696	0.02415883	0.027095509	0.024348545	0.01035688	0.026166253	0.022341327	0.026325332	0.013616137	0.030960894	0.02122208	0.02656675	0.0244278
407.6	0.011936329	0.018906318	0.018974566	0.030610051	0.017704993	0.018775318	0.027965081	0.018015205	0.013241632	0.02645021	0.023045159	0.026269348	0.023825806	0.009996281	0.025522383	0.021784333	0.025484865	0.013282485	0.030038224	0.020836352	0.02580623	0.023922661
406.8	0.01163315	0.018488533	0.018563007	0.029556789	0.017266038	0.018285608	0.026735316	0.017559716	0.012836213	0.025695054	0.0221023	0.025681147	0.023310871	0.009645782	0.025023045	0.021257164	0.024584529	0.013005345	0.02931595	0.020289001	0.02500912	0.023388688
405.9	0.011343051	0.018059289	0.018203523	0.028372001	0.016803778	0.017865354	0.025562279	0.016994147	0.012522641	0.02503026	0.02112243	0.024914179	0.0227491	0.009395313	0.024538023	0.020766399	0.023871015	0.012622012	0.028577608	0.019895271	0.024387091	0.022912287
405.1	0.011076928	0.017549953	0.017731837	0.027244324	0.016392077	0.017331089	0.024290933	0.016613908	0.012125525	0.02439662	0.020252694	0.024454727	0.022292256	0.009036898	0.023915568	0.020295409	0.023189286	0.012270001	0.027887051	0.019418475	0.023748938	0.022417095
404.2	0.010862729	0.017180818	0.017331022	0.025973144	0.015991071	0.017029299	0.023228153	0.016114273	0.01181464	0.023829392	0.019509656	0.023828587	0.02183224	0.008801806	0.023467787	0.019875019	0.022508467	0.011976737	0.027311996	0.018949622	0.023232269	0.021933042
403.4	0.010602372	0.016730676	0.016930937	0.024879674	0.015598575	0.016516783	0.022220718	0.015707607	0.011501166	0.02339429	0.01880623	0.023459948	0.021369089	0.008573627	0.022985195	0.01945684	0.022004095	0.0116815	0.026691548	0.01852378	0.022737161	0.021518088
402.5	0.010398417	0.016347932	0.016581802	0.023740242	0.015250924	0.016192214	0.02142545	0.015281102	0.011188958	0.022955548	0.018289759	0.023048405	0.020920333	0.008309151	0.022531716	0.019059357	0.021567525	0.011332918	0.026236794	0.018135549	0.022407956	0.021022269
401.7	0.010098452	0.015919676	0.016166453	0.022749269	0.014849141	0.015775053	0.020763505	0.014934992	0.010843213	0.02250852	0.01783971	0.022738811	0.020458918	0.008166936	0.022040174	0.018593622	0.021062575	0.011138234	0.025705348	0.017661543	0.021877794	0.020600547
400.8	0.009879642	0.015568238	0.015793317	0.021953451	0.014424172	0.015450614	0.020173968	0.014525242	0.01056903	0.022187812	0.017523298	0.022318011	0.019956723	0.007885399	0.021503984	0.018241524	0.020780902	0.010854892	0.025185175	0.017238441	0.021580416	0.020114465
399.9	0.00965261	0.0151673	0.015425842	0.021192054	0.014108647	0.014988036	0.019725041	0.014158139	0.010246943	0.021809651	0.017148244	0.022027823	0.01945248	0.007630683	0.020997884	0.017801741	0.020405016	0.010542166	0.024802043	0.016752901	0.021090645	0.019571296
399.1	0.009427664	0.014870537	0.015077886	0.02050733	0.013761211	0.014646638	0.019456281	0.013802091	0.009986366	0.021388258	0.016932514	0.021694155	0.018939716	0.007468927	0.020577221	0.017407502	0.020057005	0.010238463	0.024329399	0.016510776	0.020762674	0.019128362
398.2	0.009146121	0.014482915	0.014714492	0.020060743	0.01334626	0.014296775	0.019165492	0.013447073	0.009745338	0.021000611	0.016787055	0.021494352	0.018421213	0.007213495	0.019975434	0.016855647	0.019723579	0.009966762	0.023847306	0.016108852	0.020275859	0.018541102
397.4	0.008975084	0.014117253	0.014365994	0.019532246	0.012942516	0.013923214	0.019049039	0.01311031	0.009463521	0.020536648	0.01660966	0.021050755	0.017823267	0.007059589	0.01950328	0.016445863	0.019370004	0.009737085	0.023490306	0.015713851	0.019894064	0.018054559
396.5	0.008704166	0.013789016	0.013991654	0.019347861	0.012684755	0.013589746	0.018866441	0.012841519	0.009192456	0.020130744	0.016506617	0.020802589	0.017312778	0.006839531	0.018826165	0.015882736	0.019018632	0.009438873	0.02301212	0.01534206	0.019352927	0.017504573
395.7	0.008492303	0.013497893	0.013713163	0.019031778	0.012341399	0.01330449	0.018800825	0.012350381	0.008932924	0.019692131	0.016412052	0.020417805	0.016679186	0.006657793	0.018262252	0.015364666	0.018680815	0.009231061	0.022585077	0.015068945	0.018911217	0.016871534
394.8	0.008254351	0.013162157	0.013310843	0.018903701	0.012006362	0.012917511	0.018618721	0.012081267	0.008610327	0.019166194	0.016278751	0.020141241	0.01619136	0.006387867	0.017806007	0.014844404	0.018215793	0.009006315	0.022231146	0.014692534	0.018261305	0.016430332
394.0	0.008117019	0.012798889	0.012934137	0.018759531	0.011634392	0.012547773	0.018414856	0.011721192	0.008448886	0.018641518	0.016092579	0.019483252	0.015509406	0.006166192	0.017001325	0.014426508	0.017729823	0.008782998	0.021850279	0.014249796	0.017761335	0.015866082
393.1	0.007898861	0.012417659	0.012694614	0.018651086	0.011322206	0.01217458	0.018200015	0.011446591	0.008172016	0.018060401	0.015827553	0.019221404	0.014970421	0.006004829	0.016419309	0.013854112	0.017237132	0.008572304	0.021423658	0.014025703	0.017197335	0.015312589
392.3	0.00771474	0.012240857	0.012297882	0.018476217	0.010983371	0.011899964	0.017979542	0.011042606	0.007971806	0.017493164	0.015474964	0.018485276	0.0144165	0.005777174	0.015938674	0.013373284	0.016769915	0.008366056	0.020902081	0.013618393	0.016615373	0.014805168
